z,filepath,x_km_min,x_km_max,y_km_min,y_km_max,mean_norm,std_norm,min_norm,max_norm,x_axis_label,y_axis_label,unit_tag,figure_tag,georef_note
278,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z278.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.2960484027862549,0.06065814197063446,1.1164826154708862,1.386831283569336,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
279,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z279.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.9902929663658142,0.09993331879377365,0.8630682229995728,1.1848387718200684,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
280,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z280.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.9050930738449097,0.06577878445386887,0.8149251341819763,1.079555869102478,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
281,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z281.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.8575676679611206,0.05492207780480385,0.7593368887901306,1.1615111827850342,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
282,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z282.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.191691279411316,0.12721003592014313,0.888724684715271,1.4261561632156372,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
283,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z283.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.4383063316345215,0.07464109361171722,1.2495609521865845,1.561240553855896,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
284,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z284.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.3446413278579712,0.051188960671424866,1.1187477111816406,1.4283829927444458,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
285,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z285.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.438148021697998,0.0903456062078476,1.1788349151611328,1.6562455892562866,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
286,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z286.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.7486345767974854,0.15851043164730072,1.4235484600067139,2.0837676525115967,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
287,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z287.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.9761736392974854,0.17813269793987274,1.669265627861023,2.3108885288238525,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
288,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z288.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.973892331123352,0.17139683663845062,1.6696932315826416,2.3531949520111084,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
289,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z289.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.218109130859375,0.18308745324611664,1.9092239141464233,2.6092636585235596,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
290,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z290.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.1720666885375977,0.172480508685112,1.8136413097381592,2.5298452377319336,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
291,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z291.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.1741867065429688,0.19606977701187134,1.7512789964675903,2.5550811290740967,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
292,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z292.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.3083207607269287,0.17219826579093933,1.9436887502670288,2.5892231464385986,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
293,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z293.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.5047318935394287,0.1043543741106987,2.2601306438446045,2.659734010696411,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
294,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z294.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.563678026199341,0.06690013408660889,2.4055864810943604,2.6760640144348145,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
295,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z295.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.2472856044769287,0.11918488889932632,1.9108434915542603,2.468982219696045,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
296,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z296.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.1158571243286133,0.1586957424879074,1.7425159215927124,2.459334135055542,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
297,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z297.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.8854246139526367,0.15997940301895142,1.5408660173416138,2.193617582321167,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
298,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z298.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.5100473165512085,0.1557803899049759,1.2287788391113281,1.8555766344070435,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
299,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z299.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.2394567728042603,0.17133663594722748,1.0114558935165405,1.5556246042251587,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
300,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z300.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.0997905731201172,0.12480062246322632,0.9127997756004333,1.3189747333526611,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
